,gene_ids-0
Gm21878,ENSMUSG00000101704.1
Gm28162,ENSMUSG00000101349.1
Gm20922,ENSMUSG00000101710.1
Gm20738,ENSMUSG00000094575.2
Gm28545,ENSMUSG00000100952.1
Gm28547,ENSMUSG00000099730.1
Gm28546,ENSMUSG00000101873.1
Gm21924,ENSMUSG00000100203.1
Gm21735,ENSMUSG00000099460.1
Gm28771,ENSMUSG00000099807.1
Gm28772,ENSMUSG00000101435.1
Gm28773,ENSMUSG00000100883.1
Gm20897,ENSMUSG00000100892.1
Gm28774,ENSMUSG00000101050.1
Gm21732,ENSMUSG00000096379.1
Gm28775,ENSMUSG00000099793.1
Gm21765,ENSMUSG00000100699.1
Gm20899,ENSMUSG00000096438.3
Gm28776,ENSMUSG00000099351.1
Gm21787,ENSMUSG00000099489.1
Gm28770,ENSMUSG00000100845.1
Gm20901,ENSMUSG00000096275.2
Gm28176,ENSMUSG00000101771.2
Gm28786,ENSMUSG00000100719.1
Gm29360,ENSMUSG00000101740.2
Gm29496,ENSMUSG00000101292.1
Gm29497,ENSMUSG00000100588.1
Gm29499,ENSMUSG00000102050.1
Gm29498,ENSMUSG00000101040.2
Gm29493,ENSMUSG00000101272.1
Gm29494,ENSMUSG00000101633.1
Gm29495,ENSMUSG00000101727.1
Gm28371,ENSMUSG00000101124.1
Gm28595,ENSMUSG00000099723.1
RP24-403M10.1,ENSMUSG00000104381.1
Gm21865,ENSMUSG00000093895.3
Gm29433,ENSMUSG00000100043.1
Gm29215,ENSMUSG00000099786.2
Gm21882,ENSMUSG00000094354.1
Gm21801,ENSMUSG00000095725.2
Gm28850,ENSMUSG00000100900.2
Gm21914,ENSMUSG00000095433.2
Gm28617,ENSMUSG00000100508.2
Gm28618,ENSMUSG00000100771.1
Gm28619,ENSMUSG00000101090.2
Gm21852,ENSMUSG00000096533.1
Gm20793,ENSMUSG00000100644.1
Gm27466,ENSMUSG00000098868.1
Gm28018,ENSMUSG00000099228.1
Gm28993,ENSMUSG00000099379.1
Gm28994,ENSMUSG00000100070.2
Gm21797,ENSMUSG00000096885.1
Gm20795,ENSMUSG00000095452.2
Gm28596,ENSMUSG00000100797.1
Gm20832,ENSMUSG00000099645.1
Gm28597,ENSMUSG00000100091.1
Gm28428,ENSMUSG00000100649.1
Gm20827,ENSMUSG00000100196.1
Gm28427,ENSMUSG00000099628.1
Gm21800,ENSMUSG00000096120.1
Gm28426,ENSMUSG00000099897.2
Gm28425,ENSMUSG00000099785.2
Gm21729,ENSMUSG00000094071.2
Gm28834,ENSMUSG00000101536.2
Gm28833,ENSMUSG00000099652.1
Gm21774,ENSMUSG00000100737.1
Gm29537,ENSMUSG00000099780.1
Gm29274,ENSMUSG00000099849.1
Gm29275,ENSMUSG00000100822.1
Gm29276,ENSMUSG00000101471.1
Gm21805,ENSMUSG00000101455.1
Gm29645,ENSMUSG00000099700.1
Gm28312,ENSMUSG00000101811.1
Gm29165,ENSMUSG00000099833.1
Gm29042,ENSMUSG00000101247.1
Gm28311,ENSMUSG00000099408.1
Gm28310,ENSMUSG00000101207.1
Gm28504,ENSMUSG00000099542.1
Gm28567,ENSMUSG00000100107.1
Gm28568,ENSMUSG00000100051.1
Gm29286,ENSMUSG00000099977.2
Gm29285,ENSMUSG00000099415.1
Gm28280,ENSMUSG00000100953.2
Gm21241,ENSMUSG00000096332.2
Gm28278,ENSMUSG00000100693.1
Gm28279,ENSMUSG00000099638.1
Gm21739,ENSMUSG00000094181.3
Gm28886,ENSMUSG00000102081.1
Gm29426,ENSMUSG00000102031.2
Gm28885,ENSMUSG00000100408.1
Gm21856,ENSMUSG00000100991.1
Gm28887,ENSMUSG00000102116.1
Gm29444,ENSMUSG00000101649.1
Gm21783,ENSMUSG00000095353.1
Gm29445,ENSMUSG00000101802.1
Gm28457,ENSMUSG00000099790.1
Gm21779,ENSMUSG00000101594.1
Gm28458,ENSMUSG00000100011.1
Gm28459,ENSMUSG00000100974.1
Gm28461,ENSMUSG00000101675.1
Gm28460,ENSMUSG00000100499.2
CH36-472P4.1,ENSMUSG00000100256.1
CH36-472P4.2,ENSMUSG00000101003.2
CH36-472P4.3,ENSMUSG00000100640.1
Gm29648,ENSMUSG00000100628.1
Gm29647,ENSMUSG00000100989.1
Gm29646,ENSMUSG00000100003.1
Gm28549,ENSMUSG00000099462.1
Gm29211,ENSMUSG00000101434.1
Gm29212,ENSMUSG00000100061.1
Gm21247,ENSMUSG00000100611.1
Gm29210,ENSMUSG00000101138.2
Gm29213,ENSMUSG00000100871.1
Gm28550,ENSMUSG00000100716.2
Gm28604,ENSMUSG00000100325.1
Gm28603,ENSMUSG00000100048.1
Gm28565,ENSMUSG00000099789.2
Gm28566,ENSMUSG00000099593.1
Gm28697,ENSMUSG00000101109.2
Gm28554,ENSMUSG00000101541.1
Gm21256,ENSMUSG00000094782.3
Gm29056,ENSMUSG00000100852.1
Gm29098,ENSMUSG00000099532.1
Gm21170,ENSMUSG00000094170.1
Gm29373,ENSMUSG00000102054.2
Gm29370,ENSMUSG00000101131.1
Gm21751,ENSMUSG00000099339.1
Gm29166,ENSMUSG00000099674.2
Gm28194,ENSMUSG00000101069.1
Gm20792,ENSMUSG00000101653.1
Gm28754,ENSMUSG00000100423.1
Gm28753,ENSMUSG00000100023.1
Gm21191,ENSMUSG00000099915.1
Gm21271,ENSMUSG00000100086.1
Gm21281,ENSMUSG00000101310.1
Gm28193,ENSMUSG00000100646.1
Gm20802,ENSMUSG00000101200.1
Gm29070,ENSMUSG00000099903.1
Gm28553,ENSMUSG00000100972.1
Gm28751,ENSMUSG00000099409.1
Gm28752,ENSMUSG00000099522.1
Gm28726,ENSMUSG00000100938.1
RP24-505E20.1,ENSMUSG00000101821.1
RP24-410B18.1,ENSMUSG00000101950.1
RP24-410B18.2,ENSMUSG00000099441.1
RP24-410B18.3,ENSMUSG00000100411.1
RP24-410B18.5,ENSMUSG00000100970.1
RP24-410B18.4,ENSMUSG00000101204.2
Gm21209,ENSMUSG00000095979.3
Gm28682,ENSMUSG00000100564.1
Gm28569,ENSMUSG00000101215.1
Gm28681,ENSMUSG00000100206.1
Gm28684,ENSMUSG00000100765.1
Gm21316,ENSMUSG00000101475.1
Gm21923,ENSMUSG00000099713.1
Gm28683,ENSMUSG00000099831.1
Gm28680,ENSMUSG00000101868.1
Gm28679,ENSMUSG00000100914.1
RP24-339P22.2,ENSMUSG00000100338.2
Gm28871,ENSMUSG00000100541.1
Gm29512,ENSMUSG00000099367.1
Gm29511,ENSMUSG00000099666.2
Gm20880,ENSMUSG00000100331.1
Gm20881,ENSMUSG00000100390.1
Gm29121,ENSMUSG00000101263.1
Gm29120,ENSMUSG00000099986.1
Gm29117,ENSMUSG00000100118.1
Gm20883,ENSMUSG00000102122.1
Gm29119,ENSMUSG00000099513.1
Gm29118,ENSMUSG00000101552.1
Gm29116,ENSMUSG00000100388.1
Gm20889,ENSMUSG00000100802.1
Gm20887,ENSMUSG00000101752.1
Gm29320,ENSMUSG00000099867.1
Gm21849,ENSMUSG00000101193.1
Gm29321,ENSMUSG00000100915.2
Gm21117,ENSMUSG00000096769.3
Gm29319,ENSMUSG00000100365.1
Gm28317,ENSMUSG00000099985.1
Gm28318,ENSMUSG00000099916.2
Gm20884,ENSMUSG00000101631.1
Gm28313,ENSMUSG00000099613.1
Gm28314,ENSMUSG00000101557.1
Gm28315,ENSMUSG00000101222.1
Gm28316,ENSMUSG00000100787.2
Gm21387,ENSMUSG00000100098.1
Gm21396,ENSMUSG00000099709.1
Gm28944,ENSMUSG00000101002.1
Gm28943,ENSMUSG00000101019.1
Gm28946,ENSMUSG00000101684.1
Gm28945,ENSMUSG00000100820.1
Gm28947,ENSMUSG00000100232.2
Gm20920,ENSMUSG00000100485.1
Gm28949,ENSMUSG00000100947.1
Gm28948,ENSMUSG00000100461.1
Gm28950,ENSMUSG00000100248.2
Gm21245,ENSMUSG00000101623.1
Gm29169,ENSMUSG00000100996.1
Gm21899,ENSMUSG00000101515.1
Gm29063,ENSMUSG00000099559.1
Gm28737,ENSMUSG00000099637.1
Gm28738,ENSMUSG00000099565.1
CH36-372E20.1,ENSMUSG00000100343.1
Gm28197,ENSMUSG00000099494.2
Gm21249,ENSMUSG00000102044.1
Gm28736,ENSMUSG00000099745.1
Gm21840,ENSMUSG00000101883.1
Gm28735,ENSMUSG00000102022.2
Gm21258,ENSMUSG00000095606.3
Gm28734,ENSMUSG00000099725.1
Gm28232,ENSMUSG00000100853.1
Gm28732,ENSMUSG00000099506.1
Gm28733,ENSMUSG00000100584.2
Gm21268,ENSMUSG00000101987.1
Gm21275,ENSMUSG00000100072.1
Gm28233,ENSMUSG00000101570.1
Gm28235,ENSMUSG00000101885.1
Gm28234,ENSMUSG00000100095.1
Gm21902,ENSMUSG00000101420.1
Gm28236,ENSMUSG00000099654.2
Gm21285,ENSMUSG00000100834.1
Gm20747,ENSMUSG00000094729.2
Gm29250,ENSMUSG00000100332.1
Gm29251,ENSMUSG00000100678.1
Gm21906,ENSMUSG00000100507.1
Gm29252,ENSMUSG00000101547.1
Gm29248,ENSMUSG00000100401.2
Gm29249,ENSMUSG00000101992.1
Gm21920,ENSMUSG00000101665.1
Gm29484,ENSMUSG00000101367.1
Gm28908,ENSMUSG00000100778.1
Gm28907,ENSMUSG00000100835.1
Gm21749,ENSMUSG00000101446.1
Gm20929,ENSMUSG00000100045.1
Gm28910,ENSMUSG00000101018.1
Gm28909,ENSMUSG00000101178.1
Gm28276,ENSMUSG00000101566.1
Gm28274,ENSMUSG00000101190.2
Gm28275,ENSMUSG00000099942.1
Gm21302,ENSMUSG00000100864.1
Gm28290,ENSMUSG00000101368.1
Gm28292,ENSMUSG00000099682.1
Gm28291,ENSMUSG00000100227.2
Gm28293,ENSMUSG00000099456.2
Gm21740,ENSMUSG00000099594.1
Gm21912,ENSMUSG00000101267.1
Gm28698,ENSMUSG00000101783.1
Gm29304,ENSMUSG00000099466.1
Gm29305,ENSMUSG00000100089.1
Gm29303,ENSMUSG00000101542.2
Gm21894,ENSMUSG00000096518.2
Gm29307,ENSMUSG00000099509.1
Gm29557,ENSMUSG00000100424.1
Gm23052,ENSMUSG00000095985.1
Gm20927,ENSMUSG00000101490.1
Gm20930,ENSMUSG00000099993.1
Gm29306,ENSMUSG00000101534.1
Gm29300,ENSMUSG00000101364.1
Gm29301,ENSMUSG00000101422.2
Gm20931,ENSMUSG00000094570.3
Gm29559,ENSMUSG00000100488.1
Gm29558,ENSMUSG00000100184.1
Gm29555,ENSMUSG00000101967.2
Gm21733,ENSMUSG00000102035.1
Gm21330,ENSMUSG00000101228.1
Gm28355,ENSMUSG00000101723.1
Gm28354,ENSMUSG00000102056.1
Gm28353,ENSMUSG00000100052.1
Gm28352,ENSMUSG00000099442.1
Gm21858,ENSMUSG00000095135.3
Gm29244,ENSMUSG00000100195.1
Gm28200,ENSMUSG00000101148.1
Gm28201,ENSMUSG00000101580.1
Gm28202,ENSMUSG00000100054.2
Gm28203,ENSMUSG00000100207.1
Gm21340,ENSMUSG00000100142.1
Gm28204,ENSMUSG00000100889.1
Gm28205,ENSMUSG00000099607.1
Gm28206,ENSMUSG00000100242.1
Gm28207,ENSMUSG00000100167.2
Gm28208,ENSMUSG00000100144.2
Gm21851,ENSMUSG00000102103.1
Gm21819,ENSMUSG00000099527.1
Gm29224,ENSMUSG00000101045.1
Gm29223,ENSMUSG00000099920.1
Gm29222,ENSMUSG00000101021.1
Gm29221,ENSMUSG00000099485.1
Gm29220,ENSMUSG00000099548.1
Gm21815,ENSMUSG00000096875.2
Gm29407,ENSMUSG00000099978.1
Gm29405,ENSMUSG00000101150.1
Gm29406,ENSMUSG00000099595.1
Gm20913,ENSMUSG00000100539.1
Gm29404,ENSMUSG00000100073.1
Gm29403,ENSMUSG00000100223.1
Gm28350,ENSMUSG00000100772.1
Gm28964,ENSMUSG00000101782.1
Sly,ENSMUSG00000101155.2
Gm28165,ENSMUSG00000100295.1
Gm28709,ENSMUSG00000100578.1
Gm28965,ENSMUSG00000101245.1
Gm21868,ENSMUSG00000100456.1
Gm21943,ENSMUSG00000096122.2
Gm28532,ENSMUSG00000101943.1
Gm28533,ENSMUSG00000100724.1
Gm28966,ENSMUSG00000099388.1
Gm28961,ENSMUSG00000101399.1
Gm28962,ENSMUSG00000101350.2
Gm28963,ENSMUSG00000100614.1
Gm29466,ENSMUSG00000100501.1
Gm29467,ENSMUSG00000100083.2
Gm21724,ENSMUSG00000101991.1
Gm20963,ENSMUSG00000100076.1
Gm28326,ENSMUSG00000101100.2
Gm28325,ENSMUSG00000101744.2
Gm21405,ENSMUSG00000095807.2
Gm28284,ENSMUSG00000101317.1
Gm29368,ENSMUSG00000101244.2
Gm21861,ENSMUSG00000096626.3
Gm21413,ENSMUSG00000100085.1
Gm28073,ENSMUSG00000101424.2
Gm21419,ENSMUSG00000100264.1
Gm28074,ENSMUSG00000100715.2
Gm21428,ENSMUSG00000100582.1
Gm28072,ENSMUSG00000099551.2
Gm21758,ENSMUSG00000096347.2
Gm29672,ENSMUSG00000101531.2
Gm29131,ENSMUSG00000100425.1
Gm20871,ENSMUSG00000101005.1
Gm29130,ENSMUSG00000101300.2
Gm20978,ENSMUSG00000101426.1
Gm29132,ENSMUSG00000101891.2
Gm21450,ENSMUSG00000100238.1
Gm21843,ENSMUSG00000101103.1
Gm28889,ENSMUSG00000099866.2
Gm28890,ENSMUSG00000101110.1
Gm28891,ENSMUSG00000095141.3
Gm28691,ENSMUSG00000101910.1
Gm28692,ENSMUSG00000100579.2
Gm20794,ENSMUSG00000094217.2
Gm28690,ENSMUSG00000100057.2
Gm28689,ENSMUSG00000101592.1
Gm28687,ENSMUSG00000100609.2
Gm20987,ENSMUSG00000101993.1
Gm21918,ENSMUSG00000099935.1
Gm21563,ENSMUSG00000100667.1
Gm29207,ENSMUSG00000100012.1
Gm29204,ENSMUSG00000099836.1
Gm21489,ENSMUSG00000100575.1
Gm21832,ENSMUSG00000101676.1
Gm21573,ENSMUSG00000101510.1
Gm28179,ENSMUSG00000099393.2
Gm21577,ENSMUSG00000100404.1
Gm29206,ENSMUSG00000099865.1
Gm29203,ENSMUSG00000101353.2
Gm21497,ENSMUSG00000100726.1
Gm29614,ENSMUSG00000100474.1
Gm29613,ENSMUSG00000100757.1
Gm29612,ENSMUSG00000100606.1
Gm29343,ENSMUSG00000101170.1
Gm29342,ENSMUSG00000099355.1
Gm20803,ENSMUSG00000100559.1
Gm20804,ENSMUSG00000099739.1
Gm28598,ENSMUSG00000100874.1
Gm28599,ENSMUSG00000101689.1
Gm28600,ENSMUSG00000101285.2
Gm21518,ENSMUSG00000094821.3
Gm28185,ENSMUSG00000099626.1
Gm29037,ENSMUSG00000102108.1
Gm20823,ENSMUSG00000093950.2
Gm21877,ENSMUSG00000101323.1
Gm28835,ENSMUSG00000101326.2
Gm29548,ENSMUSG00000101466.1
Gm29547,ENSMUSG00000101614.1
Gm29546,ENSMUSG00000100307.1
Gm29545,ENSMUSG00000101882.1
Gm29544,ENSMUSG00000099585.1
Gm29209,ENSMUSG00000101182.1
Gm29549,ENSMUSG00000101668.1
Gm21530,ENSMUSG00000101998.1
Gm21617,ENSMUSG00000099975.1
Gm28589,ENSMUSG00000099783.1
Gm29420,ENSMUSG00000101390.1
Gm29421,ENSMUSG00000099699.1
Gm21627,ENSMUSG00000100856.1
Gm29422,ENSMUSG00000101544.1
Gm28808,ENSMUSG00000100159.1
Gm21634,ENSMUSG00000101864.1
Gm28446,ENSMUSG00000100712.1
Gm29060,ENSMUSG00000101119.1
Gm29061,ENSMUSG00000099520.1
Gm20885,ENSMUSG00000100520.1
Gm29062,ENSMUSG00000102107.1
Gm29057,ENSMUSG00000101057.1
Gm29625,ENSMUSG00000101125.1
Gm21654,ENSMUSG00000101887.1
Gm29058,ENSMUSG00000100521.1
Gm29059,ENSMUSG00000101790.1
Gm29628,ENSMUSG00000100452.1
Gm20882,ENSMUSG00000101403.1
Gm20907,ENSMUSG00000101830.1
Gm29624,ENSMUSG00000100322.2
Gm29623,ENSMUSG00000099350.1
Gm29622,ENSMUSG00000100329.1
Gm29265,ENSMUSG00000099940.1
Gm20908,ENSMUSG00000101766.1
Gm29259,ENSMUSG00000101530.1
Gm28860,ENSMUSG00000100676.1
Gm28252,ENSMUSG00000101539.1
Gm28859,ENSMUSG00000100353.1
Gm20921,ENSMUSG00000101022.1
Gm28253,ENSMUSG00000100165.1
Gm21826,ENSMUSG00000100077.1
Gm28254,ENSMUSG00000101569.1
Gm28861,ENSMUSG00000101184.1
Gm28255,ENSMUSG00000099386.1
Gm21171,ENSMUSG00000095103.2
Gm20924,ENSMUSG00000095785.2
Gm28990,ENSMUSG00000101982.2
Gm21848,ENSMUSG00000099487.1
Gm29457,ENSMUSG00000101507.1
Gm20736,ENSMUSG00000093993.3
Gm28558,ENSMUSG00000100956.1
Gm28560,ENSMUSG00000100942.1
Gm28561,ENSMUSG00000100333.1
Gm29584,ENSMUSG00000100126.1
Gm20936,ENSMUSG00000101679.1
Gm20934,ENSMUSG00000099434.1
Gm29586,ENSMUSG00000101177.2
Gm21895,ENSMUSG00000100993.1
Gm28134,ENSMUSG00000099778.1
Gm28135,ENSMUSG00000101512.1
Gm20933,ENSMUSG00000100136.1
CH36-169F23.1,ENSMUSG00000101256.1
CH36-169F23.2,ENSMUSG00000101758.1
CH36-169F23.4,ENSMUSG00000099395.1
CH36-169F23.3,ENSMUSG00000100982.1
CH36-169F23.5,ENSMUSG00000100988.2
Gm21910,ENSMUSG00000099368.1
Gm29377,ENSMUSG00000101032.2
Gm21889,ENSMUSG00000101010.1
Gm29378,ENSMUSG00000100447.1
Gm29379,ENSMUSG00000100607.1
Gm29380,ENSMUSG00000099829.1
Gm29381,ENSMUSG00000101278.1
Gm28795,ENSMUSG00000101442.1
Gm20852,ENSMUSG00000096666.2
Gm29003,ENSMUSG00000100373.2
Gm28749,ENSMUSG00000101202.2
Gm29001,ENSMUSG00000102077.1
Gm29002,ENSMUSG00000099852.1
Ssty2,ENSMUSG00000095302.2
Gm29000,ENSMUSG00000099570.2
Gm28646,ENSMUSG00000100569.1
Gm28612,ENSMUSG00000100809.1
Gm28613,ENSMUSG00000099962.1
Gm28611,ENSMUSG00000100547.1
Gm21114,ENSMUSG00000099755.1
Gm29633,ENSMUSG00000101686.2
Gm21794,ENSMUSG00000099457.1
Gm29219,ENSMUSG00000101313.1
Gm29632,ENSMUSG00000100478.1
Gm29631,ENSMUSG00000101083.1
Gm29637,ENSMUSG00000102118.1
Gm20874,ENSMUSG00000096881.2
Gm29082,ENSMUSG00000099716.1
Gm29217,ENSMUSG00000101794.1
Gm29636,ENSMUSG00000101529.1
Gm29635,ENSMUSG00000099335.1
Gm29634,ENSMUSG00000100897.1
Gm29639,ENSMUSG00000101139.1
Gm29218,ENSMUSG00000101164.2
Gm21806,ENSMUSG00000101825.1
Gm20935,ENSMUSG00000099976.1
Gm29662,ENSMUSG00000099501.1
Gm29660,ENSMUSG00000099991.1
Gm29661,ENSMUSG00000101358.1
Gm29659,ENSMUSG00000101816.1
Gm20937,ENSMUSG00000096016.3
Gm29450,ENSMUSG00000101861.1
Gm29449,ENSMUSG00000101598.1
Gm21867,ENSMUSG00000100216.1
Gm29448,ENSMUSG00000099641.1
Gm21127,ENSMUSG00000100271.1
Gm20816,ENSMUSG00000095634.2
Gm29447,ENSMUSG00000101393.1
Gm29446,ENSMUSG00000100885.1
Gm29452,ENSMUSG00000101120.1
Gm29451,ENSMUSG00000101216.1
Gm20817,ENSMUSG00000100032.1
Gm28633,ENSMUSG00000101080.1
Gm29410,ENSMUSG00000100308.1
Gm28819,ENSMUSG00000101106.2
Gm28462,ENSMUSG00000102119.2
Gm20818,ENSMUSG00000101147.1
Gm21151,ENSMUSG00000101143.1
Gm29409,ENSMUSG00000102005.2
Gm28632,ENSMUSG00000101491.1
Gm28101,ENSMUSG00000100624.1
CH36-86D6.3,ENSMUSG00000102388.1
Gm21160,ENSMUSG00000102131.1
Gm20923,ENSMUSG00000094699.2
Gm28636,ENSMUSG00000100659.1
Gm20932,ENSMUSG00000101254.1
Gm29134,ENSMUSG00000100976.1
Gm28303,ENSMUSG00000100489.1
Gm28304,ENSMUSG00000101239.1
Gm28824,ENSMUSG00000100971.1
Gm28081,ENSMUSG00000099555.1
Gm28080,ENSMUSG00000101369.1
Gm21524,ENSMUSG00000101096.1
Orly,ENSMUSG00000099550.2
Gm28302,ENSMUSG00000102065.1
Gm28082,ENSMUSG00000100278.1
Gm21672,ENSMUSG00000100692.1
Gm21118,ENSMUSG00000094052.2
Gm29644,ENSMUSG00000099530.1
Gm29423,ENSMUSG00000101725.2
Gm29424,ENSMUSG00000099948.1
RP24-13G16.1,ENSMUSG00000104442.1
Gm29425,ENSMUSG00000101440.1
Gm20888,ENSMUSG00000094616.3
Gm28238,ENSMUSG00000100653.1
Gm28433,ENSMUSG00000101421.1
Gm28431,ENSMUSG00000101706.1
Gm28432,ENSMUSG00000101627.1
Gm20886,ENSMUSG00000101852.1
Gm21808,ENSMUSG00000099438.1
Gm28840,ENSMUSG00000101786.2
Gm28841,ENSMUSG00000099806.1
Gm28842,ENSMUSG00000099704.1
Gm28843,ENSMUSG00000101383.1
Gm28837,ENSMUSG00000099914.1
Gm28838,ENSMUSG00000099369.1
Gm28839,ENSMUSG00000101893.1
Gm20866,ENSMUSG00000100442.1
Gm20868,ENSMUSG00000101518.1
Gm28844,ENSMUSG00000101374.2
Gm21841,ENSMUSG00000101255.1
Gm28668,ENSMUSG00000101713.1
Gm20869,ENSMUSG00000099531.1
Gm28481,ENSMUSG00000100008.1
Gm28482,ENSMUSG00000101134.1
Gm28485,ENSMUSG00000100537.1
Gm20870,ENSMUSG00000100535.1
Gm28483,ENSMUSG00000099738.1
Gm28484,ENSMUSG00000101988.1
Gm28480,ENSMUSG00000101336.1
Gm20842,ENSMUSG00000101593.1
Gm29179,ENSMUSG00000101444.2
Gm21880,ENSMUSG00000099733.1
Gm29180,ENSMUSG00000101339.1
Gm29181,ENSMUSG00000099731.1
Gm20843,ENSMUSG00000096902.3
Gm29182,ENSMUSG00000100694.1
Gm20844,ENSMUSG00000101844.1
Gm29178,ENSMUSG00000100898.2
Gm21757,ENSMUSG00000101857.1
Gm28968,ENSMUSG00000101836.1
Gm28495,ENSMUSG00000102008.1
Gm20846,ENSMUSG00000100869.1
Gm20847,ENSMUSG00000101277.1
Gm20848,ENSMUSG00000099371.1
Gm28969,ENSMUSG00000102129.2
Gm21766,ENSMUSG00000100359.1
Gm20800,ENSMUSG00000099495.1
Gm21683,ENSMUSG00000101747.1
Gm28677,ENSMUSG00000100379.2
Gm21855,ENSMUSG00000101715.1
Gm29255,ENSMUSG00000101425.1
Gm20902,ENSMUSG00000100698.1
Gm28678,ENSMUSG00000099547.1
Gm20903,ENSMUSG00000099782.1
Gm28272,ENSMUSG00000101038.1
Gm29256,ENSMUSG00000100604.1
Gm28259,ENSMUSG00000099554.1
Gm28273,ENSMUSG00000101757.1
Gm21715,ENSMUSG00000100179.1
Gm29617,ENSMUSG00000099685.2
Gm29615,ENSMUSG00000100251.1
Gm29616,ENSMUSG00000101774.2
Gm21784,ENSMUSG00000099883.1
Gm20805,ENSMUSG00000100363.1
Gm29618,ENSMUSG00000100276.1
Gm29109,ENSMUSG00000101318.1
Gm29108,ENSMUSG00000100805.1
Gm29110,ENSMUSG00000101528.1
Gm28781,ENSMUSG00000099661.1
Gm21913,ENSMUSG00000094507.1
Gm28174,ENSMUSG00000100115.1
Gm22832,ENSMUSG00000093946.1
Gm21076,ENSMUSG00000101881.1
Gm29416,ENSMUSG00000101218.1
Gm25359,ENSMUSG00000094654.1
Gm21869,ENSMUSG00000101128.1
Gm20813,ENSMUSG00000101788.1
Gm28790,ENSMUSG00000102087.1
Gm29272,ENSMUSG00000101428.1
Gm28789,ENSMUSG00000100140.1
Gm20814,ENSMUSG00000101146.1
Gm28787,ENSMUSG00000099499.1
Gm28788,ENSMUSG00000101213.1
Gm29278,ENSMUSG00000099896.1
Gm21922,ENSMUSG00000101980.1
Gm21111,ENSMUSG00000100669.1
Gm28608,ENSMUSG00000100260.1
Gm28607,ENSMUSG00000100675.1
Gm28606,ENSMUSG00000100544.1
Gm20850,ENSMUSG00000100902.1
Gm29574,ENSMUSG00000100673.1
Gm29575,ENSMUSG00000102025.1
Gm21875,ENSMUSG00000099944.1
Gm20904,ENSMUSG00000100226.1
Gm29576,ENSMUSG00000101957.1
Gm29577,ENSMUSG00000101071.1
Gm29573,ENSMUSG00000099425.1
Gm28377,ENSMUSG00000101020.1
Gm21776,ENSMUSG00000094404.1
Gm21155,ENSMUSG00000101408.1
Gm21163,ENSMUSG00000100643.1
Gm28122,ENSMUSG00000101898.1
Gm28121,ENSMUSG00000100050.1
Gm21173,ENSMUSG00000100708.1
Gm28123,ENSMUSG00000101238.1
Gm28120,ENSMUSG00000100406.1
Gm29313,ENSMUSG00000099526.1
Gm21180,ENSMUSG00000100560.1
Gm20859,ENSMUSG00000101478.1
Gm29314,ENSMUSG00000101283.1
Gm29310,ENSMUSG00000100907.1
Gm29311,ENSMUSG00000101960.1
Gm21638,ENSMUSG00000095179.2
Gm29312,ENSMUSG00000101917.1
Gm29308,ENSMUSG00000101205.1
Gm29309,ENSMUSG00000100526.1
Gm28702,ENSMUSG00000101785.1
Gm28701,ENSMUSG00000100149.1
Gm28700,ENSMUSG00000101602.1
Gm28699,ENSMUSG00000099953.1
Gm28705,ENSMUSG00000102032.1
Gm28704,ENSMUSG00000100823.1
Gm28540,ENSMUSG00000099416.1
Gm21650,ENSMUSG00000094647.3
Gm28541,ENSMUSG00000099646.1
Gm28542,ENSMUSG00000099535.1
Gm28537,ENSMUSG00000099606.1
Gm28538,ENSMUSG00000100063.1
Gm29569,ENSMUSG00000100722.1
Gm20867,ENSMUSG00000096898.2
Gm21658,ENSMUSG00000101017.1
Gm29568,ENSMUSG00000100366.1
Gm29567,ENSMUSG00000100888.1
Gm21198,ENSMUSG00000100433.1
Gm29566,ENSMUSG00000102111.1
Gm29565,ENSMUSG00000101060.1
Gm29564,ENSMUSG00000099792.1
Gm29147,ENSMUSG00000099497.1
Gm29146,ENSMUSG00000099479.1
Gm28664,ENSMUSG00000101115.1
Gm28663,ENSMUSG00000100849.1
Gm29149,ENSMUSG00000101194.1
Gm29148,ENSMUSG00000099742.1
Gm29145,ENSMUSG00000100999.1
Gm29144,ENSMUSG00000101562.1
Gm28817,ENSMUSG00000101321.1
Gm28816,ENSMUSG00000100328.2
Gm20808,ENSMUSG00000101098.1
Gm20806,ENSMUSG00000094739.2
Gm28815,ENSMUSG00000102071.1
Gm28814,ENSMUSG00000100741.1
Gm28813,ENSMUSG00000101804.1
Gm20919,ENSMUSG00000099621.1
Gm20917,ENSMUSG00000095867.2
Gm28421,ENSMUSG00000100784.1
Gm28420,ENSMUSG00000101044.1
Gm28423,ENSMUSG00000099670.1
Gm28422,ENSMUSG00000099636.1
Gm20916,ENSMUSG00000094746.3
Gm29033,ENSMUSG00000100494.1
Gm29034,ENSMUSG00000101118.1
Gm21823,ENSMUSG00000101748.1
Gm21242,ENSMUSG00000101259.1
Gm29031,ENSMUSG00000100610.1
Gm29032,ENSMUSG00000101197.1
Gm29606,ENSMUSG00000102016.2
Gm29607,ENSMUSG00000101340.1
Gm21248,ENSMUSG00000099972.1
Gm29189,ENSMUSG00000101733.1
Gm21873,ENSMUSG00000102019.1
Gm29190,ENSMUSG00000101465.1
Gm21760,ENSMUSG00000095578.3
Gm28159,ENSMUSG00000099734.1
Gm28160,ENSMUSG00000100723.1
Gm28157,ENSMUSG00000101981.1
Gm28158,ENSMUSG00000100148.1
